id_pelicula,titulo,popularidad,votos_promedio,clasificacion_chile,restriccion_horaria,promocion_permitida,fuente
77429,Chechu y familia,26.9558,5.35,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
796,Crueles intenciones,20.6986,6.816,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
803796,Las guerreras k-pop,35.9772,8.022,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
807,Seven,24.5009,8.382,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
808,Shrek,34.4039,7.765,TE,Permitida en horario familiar,Permitida para campañas familiares,TMDB + reglas Chile
829557,365 días: Aquel día,26.0708,5.942,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
83533,Avatar: Fuego y ceniza,104.0812,7.594,14+,Promoción restringida después de las 22:00,Permitida solo con contenido para mayores,TMDB + reglas Chile
840464,Greenland 2,51.9115,6.441,14+,Promoción restringida después de las 22:00,Permitida solo con contenido para mayores,TMDB + reglas Chile
8587,El rey león,25.1144,8.254,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
862,Toy Story,89.3169,8.0,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
863,Toy Story 2,41.9093,7.61,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
872585,Oppenheimer,23.1395,8.026,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
875828,Peaky Blinders: El hombre inmortal,27.1668,7.243,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
879945,L'homme inconnu,240.4837,7.8,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
911430,F1 la película,32.3058,7.798,TE+7,Permitida en horario familiar,Permitida para campañas familiares,TMDB + reglas Chile
912378,ദൃഢം,159.168,7.0,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
912649,Venom: El último baile,19.6171,6.7,14+,Promoción restringida después de las 22:00,Permitida solo con contenido para mayores,TMDB + reglas Chile
920728,우리 지금 할래,41.6685,0.0,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
931285,Mortal Kombat II,491.176,7.978,14+,Promoción restringida después de las 22:00,Permitida solo con contenido para mayores,TMDB + reglas Chile
933260,La sustancia,24.4045,7.133,18+,Solo horario nocturno / no promoción infantil,No permitida para público infantil,TMDB + reglas Chile
936075,Michael,535.6645,8.652,TE+7,Permitida en horario familiar,Permitida para campañas familiares,TMDB + reglas Chile
939243,Sonic 3: La película,26.0085,7.617,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
950387,Una película de Minecraft,23.3042,6.255,TE+7,Permitida en horario familiar,Permitida para campañas familiares,TMDB + reglas Chile
969681,Spider-Man: Un nuevo día,103.8404,0.0,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
976912,Graphic Desires,137.6124,6.925,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
979,Irreversible,36.9758,7.18,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
98,Gladiator,25.3362,8.227,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
980431,La leyenda de Aang: El último Airbender,66.8481,0.0,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
99861,Vengadores: La era de Ultrón,25.7575,7.3,Sin clasificación,Revisar manualmente,Revisar manualmente,TMDB + reglas Chile
